id,week,week_title,category,section,listed_in,reading_type,title,authors,year,source,publication_date_raw,volume,issue,pages,doi,doi_url,url,citation,notes,source_file
w07-u-070,7,"Humanitarian technology, innovation and information management",uni_provided_core,Core reading,university_course_reading_list,Article,Embrace versus Cloth Wrap in preventing neonatal hypothermia during transport: a randomized trial,"Morgaonkar, Vallaree Anant; Patel, Dipen Vasudev; Phatak, Ajay Gajanan; Nimbalkar, Archana Somashekhar; Nimbalkar, Somashekhar Marutirao",2021,Journal of perinatology,2/1/2021,41.0,2,330-338,10.1038/s41372-020-0734-x,https://doi.org/10.1038/s41372-020-0734-x,https://eu.alma.exlibrisgroup.com/view/uresolver/44MAN_INST/openurl?ctx_enc=info:ofi/enc:UTF-8&ctx_id=10_1&ctx_tim=2022-01-14+13:02:28&ctx_ver=Z39.88-2004&url_ctx_fmt=info:ofi/fmt:kev:mtx:ctx&url_ver=Z39.88-2004&rfr_id=info:sid/primo.exlibrisgroup.com-gale_scopu&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&rft.genre=article&rft.atitle=Embrace+versus+Cloth+Wrap+in+preventing+neonatal+hypothermia+during+transport%3A+a+randomized+trial&rft.jtitle=Journal+of+perinatology&rft.au=Morgaonkar%2C+Vallaree+Anant&rft.date=2021-02-01&rft.volume=41&rft.issue=2&rft.spage=330&rft.epage=338&rft.pages=330-338&rft.issn=0743-8346&rft.eissn=1476-5543&rft_id=info:doi/10.1038%2Fs41372-020-0734-x&rft.pub=Nature+Publishing+Group&rft.place=United+States&rft_id=info:pmid/32686755&rft_dat=<gale_scopu>2425591579</gale_scopu>&svc_dat=viewit&rft_galeid=A655716288,"Morgaonkar, Vallaree Anant ; Patel, Dipen Vasudev ; Phatak, Ajay Gajanan ; Nimbalkar, Archana Somashekhar ; Nimbalkar, Somashekhar Marutirao (2021) Embrace versus Cloth Wrap in preventing neonatal hypothermia during transport: a randomized trial. Article Journal of perinatology, 41.0(2), pp. 330-338 doi:10.1038/s41372-020-0734-x Available at: https://eu.alma.exlibrisgroup.com/view/uresolver/44MAN_INST/openurl?ctx_enc=info:ofi/enc:UTF-8&ctx_id=10_1&ctx_tim=2022-01-14+13:02:28&ctx_ver=Z39.88-2004&url_ctx_fmt=info:ofi/fmt:kev:mtx:ctx&url_ver=Z39.88-2004&rfr_id=info:sid/primo.exlibrisgroup.com-gale_scopu&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&rft.genre=article&rft.atitle=Embrace+versus+Cloth+Wrap+in+preventing+neonatal+hypothermia+during+transport%3A+a+randomized+trial&rft.jtitle=Journal+of+perinatology&rft.au=Morgaonkar%2C+Vallaree+Anant&rft.date=2021-02-01&rft.volume=41&rft.issue=2&rft.spage=330&rft.epage=338&rft.pages=330-338&rft.issn=0743-8346&rft.eissn=1476-5543&rft_id=info:doi/10.1038%2Fs41372-020-0734-x&rft.pub=Nature+Publishing+Group&rft.place=United+States&rft_id=info:pmid/32686755&rft_dat=<gale_scopu>2425591579</gale_scopu>&svc_dat=viewit&rft_galeid=A655716288",,Full-reading-list-leadership-management-in-health-humanitarianism.csv
w07-u-071,7,"Humanitarian technology, innovation and information management",uni_provided_core,Core reading,university_course_reading_list,Article,Portable and efficient graphene-oxide based multistage filtration unit for water purification,"Akshay, P; Shreekanth, S; Rajesh, R; Prasad, Geena",2020,Materials today : proceedings,2020,26.0,,2344-2350,10.1016/j.matpr.2020.02.504,https://doi.org/10.1016/j.matpr.2020.02.504,https://eu.alma.exlibrisgroup.com/view/uresolver/44MAN_INST/openurl?ctx_enc=info:ofi/enc:UTF-8&ctx_id=10_1&ctx_tim=2022-01-14+15:31:02&ctx_ver=Z39.88-2004&url_ctx_fmt=info:ofi/fmt:kev:mtx:ctx&url_ver=Z39.88-2004&rfr_id=info:sid/primo.exlibrisgroup.com-elsevier_cross&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&rft.genre=article&rft.atitle=Portable+and+efficient+graphene-oxide+based+multistage+filtration+unit+for+water+purification&rft.jtitle=Materials+today+%3A+proceedings&rft.au=Akshay%2C+P&rft.date=2020&rft.volume=26&rft.spage=2344&rft.epage=2350&rft.pages=2344-2350&rft.issn=2214-7853&rft.eissn=2214-7853&rft_id=info:doi/10.1016%2Fj.matpr.2020.02.504&rft.pub=Elsevier+Ltd&rft_dat=<elsevier_cross>S2214785320312591</elsevier_cross>&svc_dat=viewit,"Akshay, P ; Shreekanth, S ; Rajesh, R ; Prasad, Geena (2020) Portable and efficient graphene-oxide based multistage filtration unit for water purification. Article Materials today : proceedings, 26.0, pp. 2344-2350 doi:10.1016/j.matpr.2020.02.504 Available at: https://eu.alma.exlibrisgroup.com/view/uresolver/44MAN_INST/openurl?ctx_enc=info:ofi/enc:UTF-8&ctx_id=10_1&ctx_tim=2022-01-14+15:31:02&ctx_ver=Z39.88-2004&url_ctx_fmt=info:ofi/fmt:kev:mtx:ctx&url_ver=Z39.88-2004&rfr_id=info:sid/primo.exlibrisgroup.com-elsevier_cross&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&rft.genre=article&rft.atitle=Portable+and+efficient+graphene-oxide+based+multistage+filtration+unit+for+water+purification&rft.jtitle=Materials+today+%3A+proceedings&rft.au=Akshay%2C+P&rft.date=2020&rft.volume=26&rft.spage=2344&rft.epage=2350&rft.pages=2344-2350&rft.issn=2214-7853&rft.eissn=2214-7853&rft_id=info:doi/10.1016%2Fj.matpr.2020.02.504&rft.pub=Elsevier+Ltd&rft_dat=<elsevier_cross>S2214785320312591</elsevier_cross>&svc_dat=viewit",,Full-reading-list-leadership-management-in-health-humanitarianism.csv
w07-u-072,7,"Humanitarian technology, innovation and information management",uni_provided_core,Core reading,university_course_reading_list,Article,Tissue Engineering for Plastic Surgeons: A Primer,"Golas, Alyssa Reiffel; Golas, Alyssa Reiffel; Hernandez, Karina A; Hernandez, Karina A; Spector, Jason A; Spector, Jason A",2014,Aesthetic plastic surgery,2014-02,38.0,1,207-221,10.1007/s00266-013-0255-5,https://doi.org/10.1007/s00266-013-0255-5,https://eu.alma.exlibrisgroup.com/view/uresolver/44MAN_INST/openurl?ctx_enc=info:ofi/enc:UTF-8&ctx_id=10_1&ctx_tim=2021-01-21+16:35:10&ctx_ver=Z39.88-2004&url_ctx_fmt=info:ofi/fmt:kev:mtx:ctx&url_ver=Z39.88-2004&rfr_id=info:sid/primo.exlibrisgroup.com-gale_proqu&req_id=&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&rft.genre=article&rft.atitle=Tissue+Engineering+for+Plastic+Surgeons%3A+A+Primer&rft.jtitle=Aesthetic+plastic+surgery&rft.btitle=&rft.aulast=Golas%2C+Golas%2C+Hernandez%2C+Hernandez%2C+Spector%2C+Spector&rft.auinit=&rft.auinit1=&rft.auinitm=Reiffel%2C+Reiffel%2C+A%2C+A%2C+A%2C+A&rft.ausuffix=&rft.au=Golas%2C+Alyssa+Reiffel&rft.aucorp=&rft.date=2014-02&rft.volume=38&rft.issue=1&rft.part=&rft.quarter=&rft.ssn=&rft.spage=207&rft.epage=221&rft.pages=207-221&rft.artnum=&rft.issn=0364-216X&rft.eissn=1432-5241&rft.isbn=&rft.sici=&rft.coden=&rft_id=info:doi/10.1007%2Fs00266-013-0255-5&rft.object_id=&rft.eisbn=&rft.edition=&rft.pub=Springer+US&rft.place=Boston&rft.series=&rft.stitle=Aesth+Plast+Surg&rft.bici=&rft_id=info:bibcode/&rft_id=info:hdl/&rft_id=info:lccn/&rft_id=info:oclcnum/&rft_id=info:pmid/&rft_id=info:eric/&rft_dat=<gale_proqu>A359303891</gale_proqu>&svc_dat=viewit&rft_galeid=A359303891,"Golas, Alyssa Reiffel ; Golas, Alyssa Reiffel ; Hernandez, Karina A ; Hernandez, Karina A ; Spector, Jason A ; Spector, Jason A (2014) Tissue Engineering for Plastic Surgeons: A Primer. Article Aesthetic plastic surgery, 38.0(1), pp. 207-221 doi:10.1007/s00266-013-0255-5 Available at: https://eu.alma.exlibrisgroup.com/view/uresolver/44MAN_INST/openurl?ctx_enc=info:ofi/enc:UTF-8&ctx_id=10_1&ctx_tim=2021-01-21+16:35:10&ctx_ver=Z39.88-2004&url_ctx_fmt=info:ofi/fmt:kev:mtx:ctx&url_ver=Z39.88-2004&rfr_id=info:sid/primo.exlibrisgroup.com-gale_proqu&req_id=&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&rft.genre=article&rft.atitle=Tissue+Engineering+for+Plastic+Surgeons%3A+A+Primer&rft.jtitle=Aesthetic+plastic+surgery&rft.btitle=&rft.aulast=Golas%2C+Golas%2C+Hernandez%2C+Hernandez%2C+Spector%2C+Spector&rft.auinit=&rft.auinit1=&rft.auinitm=Reiffel%2C+Reiffel%2C+A%2C+A%2C+A%2C+A&rft.ausuffix=&rft.au=Golas%2C+Alyssa+Reiffel&rft.aucorp=&rft.date=2014-02&rft.volume=38&rft.issue=1&rft.part=&rft.quarter=&rft.ssn=&rft.spage=207&rft.epage=221&rft.pages=207-221&rft.artnum=&rft.issn=0364-216X&rft.eissn=1432-5241&rft.isbn=&rft.sici=&rft.coden=&rft_id=info:doi/10.1007%2Fs00266-013-0255-5&rft.object_id=&rft.eisbn=&rft.edition=&rft.pub=Springer+US&rft.place=Boston&rft.series=&rft.stitle=Aesth+Plast+Surg&rft.bici=&rft_id=info:bibcode/&rft_id=info:hdl/&rft_id=info:lccn/&rft_id=info:oclcnum/&rft_id=info:pmid/&rft_id=info:eric/&rft_dat=<gale_proqu>A359303891</gale_proqu>&svc_dat=viewit&rft_galeid=A359303891",,Full-reading-list-leadership-management-in-health-humanitarianism.csv
w07-u-073,7,"Humanitarian technology, innovation and information management",uni_provided_core,Core reading,university_course_reading_list,Article,The contribution of telemedicine to humanitarian surgery,"Ambroise, Béatrice; Benateau, Hervé; Prevost, Raphaëlle; Traore, Hamady; Hauchard, Karine; Dia, Hamadoun; Veyssière, Alexis",2018,Journal of cranio-maxillo-facial surgery,2018-08,46.0,8,1368-1372,10.1016/j.jcms.2018.05.037,https://doi.org/10.1016/j.jcms.2018.05.037,https://eu.alma.exlibrisgroup.com/view/uresolver/44MAN_INST/openurl?ctx_enc=info:ofi/enc:UTF-8&ctx_id=10_1&ctx_tim=2021-01-21+16:35:39&ctx_ver=Z39.88-2004&url_ctx_fmt=info:ofi/fmt:kev:mtx:ctx&url_ver=Z39.88-2004&rfr_id=info:sid/primo.exlibrisgroup.com-gale_hal_p&req_id=&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&rft.genre=article&rft.atitle=The+contribution+of+telemedicine+to+humanitarian+surgery&rft.jtitle=Journal+of+cranio-maxillo-facial+surgery&rft.btitle=&rft.aulast=Ambroise%2C+Benateau%2C+Prevost%2C+Traore%2C+Hauchard%2C+Dia%2C+Veyssi%C3%A8re&rft.auinit=&rft.auinit1=&rft.auinitm=&rft.ausuffix=&rft.au=Ambroise%2C+B%C3%A9atrice&rft.aucorp=&rft.date=2018-08&rft.volume=46&rft.issue=8&rft.part=&rft.quarter=&rft.ssn=&rft.spage=1368&rft.epage=1372&rft.pages=1368-1372&rft.artnum=&rft.issn=1010-5182&rft.eissn=1878-4119&rft.isbn=&rft.sici=&rft.coden=&rft_id=info:doi/10.1016%2Fj.jcms.2018.05.037&rft.object_id=&rft.eisbn=&rft.edition=&rft.pub=Elsevier+B.V&rft.place=Scotland&rft.series=&rft.stitle=&rft.bici=&rft_id=info:bibcode/&rft_id=info:hdl/&rft_id=info:lccn/&rft_id=info:oclcnum/&rft_id=info:pmid/&rft_id=info:eric/&rft_dat=<gale_hal_p>A547590878</gale_hal_p>&svc_dat=viewit&rft_galeid=A547590878,"Ambroise, Béatrice ; Benateau, Hervé ; Prevost, Raphaëlle ; Traore, Hamady ; Hauchard, Karine ; Dia, Hamadoun ; Veyssière, Alexis (2018) The contribution of telemedicine to humanitarian surgery. Article Journal of cranio-maxillo-facial surgery, 46.0(8), pp. 1368-1372 doi:10.1016/j.jcms.2018.05.037 Available at: https://eu.alma.exlibrisgroup.com/view/uresolver/44MAN_INST/openurl?ctx_enc=info:ofi/enc:UTF-8&ctx_id=10_1&ctx_tim=2021-01-21+16:35:39&ctx_ver=Z39.88-2004&url_ctx_fmt=info:ofi/fmt:kev:mtx:ctx&url_ver=Z39.88-2004&rfr_id=info:sid/primo.exlibrisgroup.com-gale_hal_p&req_id=&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&rft.genre=article&rft.atitle=The+contribution+of+telemedicine+to+humanitarian+surgery&rft.jtitle=Journal+of+cranio-maxillo-facial+surgery&rft.btitle=&rft.aulast=Ambroise%2C+Benateau%2C+Prevost%2C+Traore%2C+Hauchard%2C+Dia%2C+Veyssi%C3%A8re&rft.auinit=&rft.auinit1=&rft.auinitm=&rft.ausuffix=&rft.au=Ambroise%2C+B%C3%A9atrice&rft.aucorp=&rft.date=2018-08&rft.volume=46&rft.issue=8&rft.part=&rft.quarter=&rft.ssn=&rft.spage=1368&rft.epage=1372&rft.pages=1368-1372&rft.artnum=&rft.issn=1010-5182&rft.eissn=1878-4119&rft.isbn=&rft.sici=&rft.coden=&rft_id=info:doi/10.1016%2Fj.jcms.2018.05.037&rft.object_id=&rft.eisbn=&rft.edition=&rft.pub=Elsevier+B.V&rft.place=Scotland&rft.series=&rft.stitle=&rft.bici=&rft_id=info:bibcode/&rft_id=info:hdl/&rft_id=info:lccn/&rft_id=info:oclcnum/&rft_id=info:pmid/&rft_id=info:eric/&rft_dat=<gale_hal_p>A547590878</gale_hal_p>&svc_dat=viewit&rft_galeid=A547590878",,Full-reading-list-leadership-management-in-health-humanitarianism.csv
w07-u-074,7,"Humanitarian technology, innovation and information management",uni_provided_core,Core reading,university_course_reading_list,Article,Seven years of telemedicine in Medecins Sans Frontieres demonstrate that offering direct specialist expertise in the frontline brings clinical and educational value,"Delaigue, Sophie; Bonnardot, Laurent; Steichen, Olivier; Garcia, Daniel Martinez; Venugopal, Raghu; Saint-Sauveur, Jean-François; Wootton, Richard",2018,Journal of global health,12/1/2018,8.0,2,020414-020414,10.7189/jogh.08.020414,https://doi.org/10.7189/jogh.08.020414,https://www.proquest.com/docview/2162521926/fulltextPDF/7467CE2CBF324F2APQ/1?accountid=12253,"Delaigue, Sophie ; Bonnardot, Laurent ; Steichen, Olivier ; Garcia, Daniel Martinez ; Venugopal, Raghu ; Saint-Sauveur, Jean-François ; Wootton, Richard (2018) Seven years of telemedicine in Medecins Sans Frontieres demonstrate that offering direct specialist expertise in the frontline brings clinical and educational value. Article Journal of global health, 8.0(2), pp. 020414-020414 doi:10.7189/jogh.08.020414 Available at: https://www.proquest.com/docview/2162521926/fulltextPDF/7467CE2CBF324F2APQ/1?accountid=12253",,Full-reading-list-leadership-management-in-health-humanitarianism.csv
w07-u-075,7,"Humanitarian technology, innovation and information management",uni_provided_core,Core reading,university_course_reading_list,Article,Use of telemedicine and e-health in disasters: A systematic review,"Salehinejad, Simin; Jannati, Nazanin; Sarabi, Roghayeh Ershad; Bahaadinbeigy, Kambiz",2021,Journal of emergency practice and trauma,12/1/2021,7.0,1,56-62,10.34172/JEPT.2020.34,https://doi.org/10.34172/JEPT.2020.34,https://eu.alma.exlibrisgroup.com/view/uresolver/44MAN_INST/openurl?ctx_enc=info:ofi/enc:UTF-8&ctx_id=10_1&ctx_tim=2022-01-14+15:46:45&ctx_ver=Z39.88-2004&url_ctx_fmt=info:ofi/fmt:kev:mtx:ctx&url_ver=Z39.88-2004&rfr_id=info:sid/primo.exlibrisgroup.com-scopus_cross&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&rft.genre=article&rft.atitle=Use+of+telemedicine+and+e-health+in+disasters%3A+A+systematic+review&rft.jtitle=Journal+of+emergency+practice+and+trauma&rft.au=Salehinejad%2C+Simin&rft.date=2021-12-01&rft.volume=7&rft.issue=1&rft.spage=56&rft.epage=62&rft.pages=56-62&rft.issn=2383-4544&rft.eissn=2383-4544&rft_id=info:doi/10.34172%2FJEPT.2020.34&rft_dat=<scopus_cross>2005838177</scopus_cross>&svc_dat=viewit,"Salehinejad, Simin ; Jannati, Nazanin ; Sarabi, Roghayeh Ershad ; Bahaadinbeigy, Kambiz (2021) Use of telemedicine and e-health in disasters: A systematic review. Article Journal of emergency practice and trauma, 7.0(1), pp. 56-62 doi:10.34172/JEPT.2020.34 Available at: https://eu.alma.exlibrisgroup.com/view/uresolver/44MAN_INST/openurl?ctx_enc=info:ofi/enc:UTF-8&ctx_id=10_1&ctx_tim=2022-01-14+15:46:45&ctx_ver=Z39.88-2004&url_ctx_fmt=info:ofi/fmt:kev:mtx:ctx&url_ver=Z39.88-2004&rfr_id=info:sid/primo.exlibrisgroup.com-scopus_cross&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&rft.genre=article&rft.atitle=Use+of+telemedicine+and+e-health+in+disasters%3A+A+systematic+review&rft.jtitle=Journal+of+emergency+practice+and+trauma&rft.au=Salehinejad%2C+Simin&rft.date=2021-12-01&rft.volume=7&rft.issue=1&rft.spage=56&rft.epage=62&rft.pages=56-62&rft.issn=2383-4544&rft.eissn=2383-4544&rft_id=info:doi/10.34172%2FJEPT.2020.34&rft_dat=<scopus_cross>2005838177</scopus_cross>&svc_dat=viewit",,Full-reading-list-leadership-management-in-health-humanitarianism.csv
w07-u-076,7,"Humanitarian technology, innovation and information management",uni_provided_core,Core reading,university_course_reading_list,Article,Telemedicine in the Himalayas: Operational Challenges—A Preliminary Report,"Ganapathy, Krishnan; Chawdhry, Vineet; Premanand, Satgunam; Sarma, Arunabh; Chandralekha, Jothivaithilingam; Kumar, Kotte Yogesh; Kumar, Saroj; Guleri, Rajesh",2016,Telemedicine journal and e-health,10/1/2016,22.0,10,821-835,10.1089/tmj.2015.0249,https://doi.org/10.1089/tmj.2015.0249,https://eu.alma.exlibrisgroup.com/view/uresolver/44MAN_INST/openurl?ctx_enc=info:ofi/enc:UTF-8&ctx_id=10_1&ctx_tim=2022-01-14+15:27:59&ctx_ver=Z39.88-2004&url_ctx_fmt=info:ofi/fmt:kev:mtx:ctx&url_ver=Z39.88-2004&rfr_id=info:sid/primo.exlibrisgroup.com-gale_pubme&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&rft.genre=article&rft.atitle=Telemedicine+in+the+Himalayas%3A+Operational+Challenges%E2%80%94A+Preliminary+Report&rft.jtitle=Telemedicine+journal+and+e-health&rft.au=Ganapathy%2C+Krishnan&rft.date=2016-10-01&rft.volume=22&rft.issue=10&rft.spage=821&rft.epage=835&rft.pages=821-835&rft.issn=1530-5627&rft.eissn=1556-3669&rft_id=info:doi/10.1089%2Ftmj.2015.0249&rft.pub=Mary+Ann+Liebert%2C+Inc&rft.place=United+States&rft_id=info:pmid/27135412&rft_dat=<gale_pubme>1826675240</gale_pubme>&svc_dat=viewit&rft_galeid=A472935654,"Ganapathy, Krishnan ; Chawdhry, Vineet ; Premanand, Satgunam ; Sarma, Arunabh ; Chandralekha, Jothivaithilingam ; Kumar, Kotte Yogesh ; Kumar, Saroj ; Guleri, Rajesh (2016) Telemedicine in the Himalayas: Operational Challenges—A Preliminary Report. Article Telemedicine journal and e-health, 22.0(10), pp. 821-835 doi:10.1089/tmj.2015.0249 Available at: https://eu.alma.exlibrisgroup.com/view/uresolver/44MAN_INST/openurl?ctx_enc=info:ofi/enc:UTF-8&ctx_id=10_1&ctx_tim=2022-01-14+15:27:59&ctx_ver=Z39.88-2004&url_ctx_fmt=info:ofi/fmt:kev:mtx:ctx&url_ver=Z39.88-2004&rfr_id=info:sid/primo.exlibrisgroup.com-gale_pubme&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&rft.genre=article&rft.atitle=Telemedicine+in+the+Himalayas%3A+Operational+Challenges%E2%80%94A+Preliminary+Report&rft.jtitle=Telemedicine+journal+and+e-health&rft.au=Ganapathy%2C+Krishnan&rft.date=2016-10-01&rft.volume=22&rft.issue=10&rft.spage=821&rft.epage=835&rft.pages=821-835&rft.issn=1530-5627&rft.eissn=1556-3669&rft_id=info:doi/10.1089%2Ftmj.2015.0249&rft.pub=Mary+Ann+Liebert%2C+Inc&rft.place=United+States&rft_id=info:pmid/27135412&rft_dat=<gale_pubme>1826675240</gale_pubme>&svc_dat=viewit&rft_galeid=A472935654",,Full-reading-list-leadership-management-in-health-humanitarianism.csv
w07-u-077,7,"Humanitarian technology, innovation and information management",uni_provided_core,Core reading,university_course_reading_list,Book,Reimagining innovation in humanitarian medicine : engineering care to improve health and welfare,"Ramadurai, Krish W.,",2019,Springer,[2019],,,1 online resource,,,,"Ramadurai, Krish W., (2019) Reimagining innovation in humanitarian medicine : engineering care to improve health and welfare. Book Springer",,Full-reading-list-leadership-management-in-health-humanitarianism.csv
w07-w-001,7,"Humanitarian technology, innovation and information management",wider_from_my_responses,Wider sources from my responses,my_responses_bibliography,Article/Book/Report,Dealing with information overload: a comprehensive review,"Arnold, M., Goldschmitt, M. and Rigotti, T",2023,,,,,,10.3389/fpsyg.2023.1122200,https://doi.org/10.3389/fpsyg.2023.1122200,,"Arnold, M., Goldschmitt, M. and Rigotti, T. (2023). ‘Dealing with information overload: a comprehensive review’, Frontiers in Psychology, 14, article 1122200. doi:10.3389/fpsyg.2023.1122200.",Wider source cited in weekly response; not part of the university-provided reading category for this week.,MY RESPONSES.docx / compiled_weekly_reading_list.docx
w07-w-002,7,"Humanitarian technology, innovation and information management",wider_from_my_responses,Wider sources from my responses,my_responses_bibliography,Article/Book/Report,Data governance & quality management - Innovation and breakthroughs across different fields,"Bernardo, B.M.V., Mamede, H.S., Barroso, J.M.P. and Santos, V.M.P.D",2024,,,,,,10.1016/j.jik.2024.100598,https://doi.org/10.1016/j.jik.2024.100598,,"Bernardo, B.M.V., Mamede, H.S., Barroso, J.M.P. and Santos, V.M.P.D. (2024). ‘Data governance & quality management - Innovation and breakthroughs across different fields’, Journal of Innovation & Knowledge, 9(4), article 100598. doi:10.1016/j.jik.2024.100598.",Wider source cited in weekly response; not part of the university-provided reading category for this week.,MY RESPONSES.docx / compiled_weekly_reading_list.docx
w07-w-003,7,"Humanitarian technology, innovation and information management",wider_from_my_responses,Wider sources from my responses,my_responses_bibliography,YouTube video,AIDR: Artificial Intelligence for Disaster Response (Approach Overview) [YouTube video],"Imran, M",2014,,,,,,,,https://www.youtube.com/watch?v=pqI2qcigiCw,"Imran, M. (2014). AIDR: Artificial Intelligence for Disaster Response (Approach Overview) [YouTube video]. Available at: https://www.youtube.com/watch?v=pqI2qcigiCw",Wider source cited in weekly response; not part of the university-provided reading category for this week.,MY RESPONSES.docx / compiled_weekly_reading_list.docx
w07-w-004,7,"Humanitarian technology, innovation and information management",wider_from_my_responses,Wider sources from my responses,my_responses_bibliography,YouTube video,These Robots Come to the Rescue after a Disaster [YouTube video],"Murphy, R",2015,,,,,,,,https://www.youtube.com/watch?v=wG4RnDNWtJo,"Murphy, R. (2015). These Robots Come to the Rescue after a Disaster [YouTube video]. TED. Available at: https://www.youtube.com/watch?v=wG4RnDNWtJo",Wider source cited in weekly response; not part of the university-provided reading category for this week.,MY RESPONSES.docx / compiled_weekly_reading_list.docx
w07-w-005,7,"Humanitarian technology, innovation and information management",wider_from_my_responses,Wider sources from my responses,my_responses_bibliography,Website,Intelligent Medical Crew Assistant,NASA TechPort,2026,,,,,,,,https://techport.nasa.gov/projects/113303,NASA TechPort (2026). Intelligent Medical Crew Assistant. Available at: https://techport.nasa.gov/projects/113303,Wider source cited in weekly response; not part of the university-provided reading category for this week.,MY RESPONSES.docx / compiled_weekly_reading_list.docx
w07-w-006,7,"Humanitarian technology, innovation and information management",wider_from_my_responses,Wider sources from my responses,my_responses_bibliography,Article/Book/Report,Reviewing the current state of virtual reality integration in medical education: A scoping review,"Mergen, M., Graf, N. and Meyerheim, M",2024,,,,,,10.1186/s12909-024-05777-5,https://doi.org/10.1186/s12909-024-05777-5,,"Mergen, M., Graf, N. and Meyerheim, M. (2024). ‘Reviewing the current state of virtual reality integration in medical education: A scoping review’, BMC Medical Education, 24, article 788. doi:10.1186/s12909-024-05777-5.",Wider source cited in weekly response; not part of the university-provided reading category for this week.,MY RESPONSES.docx / compiled_weekly_reading_list.docx
w08-u-078,8,"Humanitarian futures, cash, access, sustainability and inclusion",uni_provided_core,Core reading,university_course_reading_list,Article,"Future Humanitarian Crises: Challenges for Practice, Policy, and Public Health","Burkle, Frederick M.",2010,Prehospital and Disaster Medicine,2010-06,25.0,3,191-199,10.1017/S1049023X00007998,https://doi.org/10.1017/S1049023X00007998,,"Burkle, Frederick M. (2010) Future Humanitarian Crises: Challenges for Practice, Policy, and Public Health. Article Prehospital and Disaster Medicine, 25.0(3), pp. 191-199 doi:10.1017/S1049023X00007998",,Full-reading-list-leadership-management-in-health-humanitarianism.csv
w08-u-079,8,"Humanitarian futures, cash, access, sustainability and inclusion",uni_provided_core,Core reading,university_course_reading_list,Website,Humanitarian Agenda 2015 - The State of the Humanitarian Enterprise,"Donini, Antonio",2008,,2008,,,,,,https://www.alnap.org/system/files/content/resource/files/main/ha2015-final-report.pdf,"Donini, Antonio (2008) Humanitarian Agenda 2015 - The State of the Humanitarian Enterprise. Website Available at: https://www.alnap.org/system/files/content/resource/files/main/ha2015-final-report.pdf",,Full-reading-list-leadership-management-in-health-humanitarianism.csv
w08-u-080,8,"Humanitarian futures, cash, access, sustainability and inclusion",uni_provided_core,Core reading,university_course_reading_list,Website,Focus Note: The Role of Digital Financial Services in Humanitarian Crises Responses,"Gurung, N. & Perlman, L.",2018,,2018,,,,,,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3285931,"Gurung, N. & Perlman, L. (2018) Focus Note: The Role of Digital Financial Services in Humanitarian Crises Responses. Website Available at: https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3285931",,Full-reading-list-leadership-management-in-health-humanitarianism.csv
w08-u-081,8,"Humanitarian futures, cash, access, sustainability and inclusion",uni_provided_core,Core reading,university_course_reading_list,Website,Cash transfer programming and the humanitarian system Background Note for the High Level Panel on Humanitarian Cash Transfers,"Harvey, P. & Bailey, S.",2015,,2015,,,,,,https://odi.org/en/publications/cash-transfer-programming-and-the-humanitarian-system/,"Harvey, P. & Bailey, S. (2015) Cash transfer programming and the humanitarian system Background Note for the High Level Panel on Humanitarian Cash Transfers. Website Available at: https://odi.org/en/publications/cash-transfer-programming-and-the-humanitarian-system/",,Full-reading-list-leadership-management-in-health-humanitarianism.csv
w08-u-082,8,"Humanitarian futures, cash, access, sustainability and inclusion",uni_provided_core,Core reading,university_course_reading_list,Article,Humanitarian Crisis Drivers of the Future: Preparing now for what might be,HFP,2009,,2009,,,,,,https://www.humanitarianfutures.org/wp-content/uploads/2017/10/Crisis-Drivers-Synthesis-Report-Final.-21Jan10.pdf,HFP (2009) Humanitarian Crisis Drivers of the Future: Preparing now for what might be. Article Available at: https://www.humanitarianfutures.org/wp-content/uploads/2017/10/Crisis-Drivers-Synthesis-Report-Final.-21Jan10.pdf,,Full-reading-list-leadership-management-in-health-humanitarianism.csv
w08-u-083,8,"Humanitarian futures, cash, access, sustainability and inclusion",uni_provided_core,Core reading,university_course_reading_list,Website,"DENIAL, DELAY, DIVERSION Tackling Access Challenges in an Evolving Humanitarian Landscape","Kurtzer, J",2019,,2019,,,,,,https://csis-website-prod.s3.amazonaws.com/s3fs-public/publication/Kurtzer_DenialDelayDiversion_WEB_FINAL.pdf,"Kurtzer, J (2019) DENIAL, DELAY, DIVERSION Tackling Access Challenges in an Evolving Humanitarian Landscape. Website Available at: https://csis-website-prod.s3.amazonaws.com/s3fs-public/publication/Kurtzer_DenialDelayDiversion_WEB_FINAL.pdf",,Full-reading-list-leadership-management-in-health-humanitarianism.csv
